Site_Name,Country,Site_ID,Latitude,Longitude,NE_Latitude_edge,NE_Longitude_edge,NW_Latitude_edge,NW_Longitude_edge,SW_Latitude_edge,SW_Longitude_edge,SE_Latitude_edge,SE_Longitude_edge,Tower_pixel_1km,Tower_pixel_500m,Tower_pixel_250m,Site_Data_Visualization_URL
"NCHU (TWNCHU)",Taiwan,fn_twnchu,24.12055556,120.6780556,24.150000,120.733571,24.150000,120.669643,24.091667,120.614646,24.091667,120.678546,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=761
"NCU (TWNCU)",Taiwan,fn_twncu,24.96769444,121.18525,25.000000,121.252038,25.000000,121.187675,24.941667,121.130231,24.941667,121.194564,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=762
"Taibao (TWTB)",Taiwan,fn_twtaibao,23.49953611,120.4850056,23.525000,120.543884,23.525000,120.480263,23.466667,120.426951,23.466667,120.490544,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=763
"Taipei_CWB",Taiwan,fn_twtaipei,25.03,121.5,25.058333,121.558071,25.058333,121.493677,25.000000,121.435935,25.000000,121.500298,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=764
"TARI (TWTARI)",Taiwan,fn_twtari,24.03122222,120.6883889,24.058333,120.747568,24.058333,120.683685,24.000000,120.628918,24.000000,120.692772,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=765
"COMPLET 124  (-6.3065 S 36.246 E)",Tanzania,fn_tzcomple,-6.3065,36.246,-6.275000,36.275670,-6.275000,36.216985,-6.333333,36.221059,-6.333333,36.279751,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=766
"COMPLET 160  (50.6694 N 27.8992 E)",Ukraine,fn_uacomple,50.6694,27.8992,50.700000,27.958428,50.700000,27.866329,50.641667,27.831724,50.641667,27.923708,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=767
"Budongo Forest",Uganda,fn_ugbudong,1.724186111,31.53888889,1.750000,31.564722,1.750000,31.506362,1.691667,31.505398,1.691667,31.563757,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=768
"Alice Holt",UK,fn_ukaliceh,51.15315333,-0.857435,51.183333,-0.810958,51.183333,-0.904019,51.125000,-0.902877,51.125000,-0.809934,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=769
"Island_Ascension",Island,fn_ukascens,-7.9765,-14.41472222,-7.950000,-14.388284,-7.950000,-14.447183,-8.008333,-14.449245,-8.008333,-14.390337,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=770
"Auchencorth Moss- Scotland",UK,fn_ukauchen,55.79166667,-3.238888889,55.816667,-3.188911,55.816667,-3.292736,55.758333,-3.287809,55.758333,-3.184140,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=771
"Barton Bendish- East Anglia",UK,fn_ukbarben,52.61402778,0.524444444,52.641667,0.576798,52.641667,0.480665,52.583333,0.480025,52.583333,0.576030,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=772
"Cairngorms- Scotland",UK,fn_ukcairng,57.23333333,-3.5,57.258333,-3.451344,57.258333,-3.559198,57.200000,-3.553574,57.200000,-3.445890,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=773
"Cirencester",UK,fn_ukcirenc,52.7,-1.983333333,52.725000,-1.940092,52.725000,-2.036409,52.666667,-2.033690,52.666667,-1.937502,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=774
"Easter Bush- Scotland",UK,fn_ukeaster,55.866,-3.205777778,55.891667,-3.150489,55.891667,-3.254515,55.833333,-3.249632,55.833333,-3.145762,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=775
"East Saltoun",UK,fn_ukesalto,55.9,-2.5,55.925000,-2.454140,55.925000,-2.558256,55.866667,-2.554412,55.866667,-2.450453,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=776
"Griffin- Aberfeldy-Scotland",UK,fn_ukgrifin,56.60655278,-3.796819444,56.633333,-3.742459,56.633333,-3.848520,56.575000,-3.842582,56.575000,-3.736684,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=777
"Hampshire",UK,fn_ukhampsh,51.12083333,-0.860833333,51.150000,-0.810372,51.150000,-0.903366,51.091667,-0.902226,51.091667,-0.809350,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=778
"Harwood",UK,fn_ukharwoo,55.21641944,-2.024313889,55.241667,-1.973282,55.241667,-2.075600,55.183333,-2.072560,55.183333,-1.970392,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=779
"Hertfordshire",UK,fn_ukhertfo,51.78377778,-0.476083333,51.816667,-0.431374,51.816667,-0.525737,51.758333,-0.525058,51.758333,-0.430816,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=780
"Moor House",UK,fn_ukmoorh2,54.69633333,-2.396383333,54.725000,-2.352086,54.725000,-2.453096,54.666667,-2.449572,54.666667,-2.348707,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=781
"Moor House/Upper Teesdale",UK,fn_ukmoorho,54.68673833,-2.411118333,54.716667,-2.366030,54.716667,-2.467019,54.658333,-2.463476,54.658333,-2.362632,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=782
"Pang/ Lambourne (crop)",UK,fn_ukpang01,51.53333333,-1.483333333,51.558333,-1.434199,51.558333,-1.528025,51.500000,-1.526069,51.500000,-1.432363,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=783
"Pang/ Lambourne (grassland)",UK,fn_ukpang02,51.43333333,-1.233333333,51.458333,-1.190316,51.458333,-1.283937,51.400000,-1.282299,51.400000,-1.188798,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=784
"Pang/ Lambourne (forest)",UK,fn_ukpang03,51.45,-1.266666667,51.475000,-1.217510,51.475000,-1.311164,51.416667,-1.309490,51.416667,-1.215955,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=785
"Polden- Scotland",UK,fn_ukpolden,55.28683333,-3.4015,55.316667,-3.353599,55.316667,-3.456111,55.258333,-3.451036,55.258333,-3.348674,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=786
"Tadham Moor",UK,fn_uktadham,51.20713889,-2.828638889,51.233333,-2.781547,51.233333,-2.874709,51.175000,-2.871071,51.175000,-2.778027,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=787
"Wytham",UK,fn_ukwytham,51.772785,-1.326001667,51.800000,-1.280168,51.800000,-1.374496,51.741667,-1.372721,51.741667,-1.278515,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=788
"Arctic LTER (ARC1)",USA,fn_usakarc1,68.62833,-149.5933306,68.658333,-149.708820,68.658333,-149.869108,68.600000,-149.479685,68.600000,-149.319813,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=789
"ARM_North_Slope_of_Alaska- Barrow",USA,fn_usakbarm,71.32,-156.6166667,71.350000,-156.771374,71.350000,-156.953788,71.291667,-156.481836,71.291667,-156.299971,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=790
"Barrow",USA,fn_usakbar2,71.3122,-156.665,71.341667,-156.808038,71.341667,-156.990373,71.283333,-156.518537,71.283333,-156.336750,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=792
"Bonanza Creek (BNZ1)",USA,fn_usakbnz1,64.74331533,-148.3134516,64.775000,-148.413539,64.775000,-148.550416,64.716667,-148.230146,64.716667,-148.093565,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=793
"Bonanza Creek (BNZ2) - Caribou Poker Creek Watershed",USA,fn_usakbnz2,65.15532821,-147.4877175,65.183333,-147.579906,65.183333,-147.718889,65.125000,-147.394446,65.125000,-147.255769,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=794
"COMPLET 167  (60.4677 N -158.996 W)",USA,fn_usakc167,60.4677,-158.996,60.500000,-159.094067,60.500000,-159.212528,60.441667,-158.926622,60.441667,-158.808373,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=795
"COMPLET 173  (65.5484 N -141.2137 W)",USA,fn_usakc173,65.5484,-141.2137,65.575000,-141.293235,65.575000,-141.434306,65.516667,-141.118020,65.516667,-140.977264,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=796
"Fairbanks 11 NE- NOAA / NESDIS (FCDAS)",USA,fn_usakfair,64.9735,-147.51,65.000000,-147.591824,65.000000,-147.729852,64.941667,-147.408086,64.941667,-147.270359,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=797
"Ivotuk",USA,fn_usakivot,68.48647222,-155.7503056,68.516667,-155.889956,68.516667,-156.049237,68.458333,-155.646687,68.458333,-155.487817,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=798
"Sitka 1 NE - USGS Sitka Magnetic Observatory",USA,fn_usaksitk,57.0574,-135.3266,57.083333,-135.362177,57.083333,-135.469522,57.025000,-135.256867,57.025000,-135.149690,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=799
"St. Paul 4 NE - NOAA National Weather Service",USA,fn_usakstpl,57.1575,-170.2119,57.183333,-170.279313,57.183333,-170.386949,57.125000,-170.118456,57.125000,-170.010990,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=800
"Barrow-TUND",USA,fn_usaktund,71.26999722,-156.61,71.300000,-156.757009,71.300000,-156.938952,71.241667,-156.468396,71.241667,-156.286998,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=801
"Gadsden 19 N - Sand Mountain",USA,fn_usalgads,34.2851,-85.9621,34.316667,-85.963250,34.316667,-86.033877,34.258333,-85.974175,34.258333,-85.903597,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=802
"Selma 13 WNW - Auburn",USA,fn_usalselm,32.4567,-87.2422,32.483333,-87.230791,32.483333,-87.299943,32.425000,-87.243438,32.425000,-87.174330,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=803
"Allegheny National Forest-  Pennsylvania",USA,fn_usallegh,41.8667,-78.9167,41.891667,-78.910508,41.891667,-78.988870,41.833333,-78.916842,41.833333,-78.838552,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=804
"Neal Smith Prairie",USA,fn_usiaames,41.55788056,-93.29618611,41.583333,-93.294326,41.583333,-93.372312,41.525000,-93.288085,41.525000,-93.210169,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=805
"Brooks Field Site 10- Ames",USA,fn_usiaam10,41.69148056,-93.69138611,41.716667,-93.688573,41.716667,-93.766721,41.658333,-93.681741,41.658333,-93.603664,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=806
"Brooks Field Site 1011- Ames",USA,fn_usia1011,41.97565278,-93.69251944,42.008333,-93.701951,42.008333,-93.780456,41.950000,-93.694589,41.950000,-93.616155,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=807
"Brooks Field Site 11- Ames",USA,fn_usiaam11,41.97471944,-93.69357222,42.000000,-93.689679,42.000000,-93.768174,41.941667,-93.682343,41.941667,-93.603920,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=808
"Cascades/H.J. Andrews LTER- Oregon",USA,fn_usandrew,44.24885,-122.1803472,44.275000,-122.195508,44.275000,-122.276979,44.216667,-122.155783,44.216667,-122.074392,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=809
"Atqasuk",USA,fn_usatqasu,70.46961111,-157.4089444,70.500000,-157.551186,70.500000,-157.725938,70.441667,-157.273849,70.441667,-157.099598,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=810
"Audubon Research Ranch",USA,fn_usaudubn,31.59073,-110.51038,31.616667,-110.510984,31.616667,-110.579484,31.558333,-110.510279,31.558333,-110.441821,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=811
"Audubon Elgin 5 S-  (AppletonWhittell)",USA,fn_usazaudu,31.59069444,-110.5086944,31.616667,-110.501198,31.616667,-110.569699,31.558333,-110.500499,31.558333,-110.432042,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=812
"Phoenix Urban (CAP)",USA,fn_usazcap0,33.427,-111.933,33.458333,-111.941896,33.458333,-112.011816,33.400000,-111.936562,33.400000,-111.866689,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=813
"Walnut Gulch Kendall Grasslands",USA,fn_usazkend,31.736527,-109.94188,31.766667,-109.944833,31.766667,-110.013444,31.708333,-109.944188,31.708333,-109.875620,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=814
"Lewis Springs Mesquite",USA,fn_usazmesq,31.56584,-110.13438,31.591667,-110.129124,31.591667,-110.197606,31.533333,-110.128707,31.533333,-110.060268,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=815
"Walnut Gulch Lucky Hills Shrub",USA,fn_usazluck,31.743833,-110.052222,31.775000,-110.052762,31.775000,-110.121379,31.716667,-110.052033,31.716667,-109.983459,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=816
"Maricopa",USA,fn_usazmari,33.06902222,-111.9722972,33.100000,-111.980706,33.100000,-112.050340,33.041667,-111.976079,33.041667,-111.906492,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=817
"Mt Bigelow",USA,fn_usazmtbi,32.41666667,-110.7255139,32.441667,-110.721004,32.441667,-110.790124,32.383333,-110.718530,32.383333,-110.649454,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=818
"Tucson 11 W- Sonora Desert Museum",USA,fn_usaztucs,32.2395,-111.1695833,32.266667,-111.167278,32.266667,-111.236264,32.208333,-111.164866,32.208333,-111.095924,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=820
"Tucson",USA,fn_usaztuc2,32.23300278,-110.9530028,32.258333,-110.950130,32.258333,-111.019111,32.200000,-110.947875,32.200000,-110.878938,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=821
"Barrow",USA,fn_usakbarr,71.322525,-156.6258806,71.350000,-156.745315,71.350000,-156.927729,71.291667,-156.455855,71.291667,-156.273990,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=822
"Bartlett Experimental Forest",USA,fn_usnhbart,44.06463967,-71.28807685,44.091667,-71.275002,44.091667,-71.356220,44.033333,-71.285946,44.033333,-71.204807,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=823
"Beltsville Agricultural Research Center- Maryland",USA,fn_usbeltsv,39.03218217,-76.84475444,39.058333,-76.840045,39.058333,-76.915167,39.000000,-76.851715,39.000000,-76.776654,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=824
"Black Hills",USA,fn_usbhills,44.158,-103.65,44.183333,-103.656320,44.183333,-103.737665,44.125000,-103.635172,44.125000,-103.553908,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=825
"Blodgett Forest",USA,fn_uscablod,38.89525,-120.63275,38.925000,-120.645327,38.925000,-120.720309,38.866667,-120.621191,38.866667,-120.546271,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=826
"Bonanza Creek LTER: DF87- Alaska",USA,fn_usbona87,63.9192,-145.3722,63.950000,-145.468652,63.950000,-145.601483,63.891667,-145.298927,63.891667,-145.166372,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=827
"Bonanza Creek LTER: DF94- Alaska",USA,fn_usbona94,63.8117,-145.0964,63.841667,-145.191934,63.841667,-145.324253,63.783333,-145.023713,63.783333,-144.891667,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=828
"Bonanza Creek LTER: DFTB- Alaska",USA,fn_usbonatb,63.922,-145.7428,63.950000,-145.829193,63.950000,-145.962024,63.891667,-145.658719,63.891667,-145.526164,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=829
"Bondville",USA,fn_usilbond,40.0061,-88.29186667,40.033333,-88.288647,40.033333,-88.364833,39.975000,-88.289365,39.975000,-88.213244,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=830
"Boulder SURFRAD Station- Colorado",USA,fn_usbouldr,40.12556667,-105.23775,40.158333,-105.253602,40.158333,-105.329928,40.100000,-105.239571,40.100000,-105.163310,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=832
"Brookings",USA,fn_ussdbroo,44.34529,-96.83617,44.375000,-96.848266,44.375000,-96.929877,44.316667,-96.833467,44.316667,-96.751938,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=833
"California Current Ecosystem (CCE1)",USA,fn_uscacce1,32.8736,-120.2798,32.900000,-120.282608,32.900000,-120.352083,32.841667,-120.272929,32.841667,-120.203499,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=834
"Merced 23 WSW- Kesterson Reservoir",USA,fn_uscamerc,37.2381,-120.8825,37.266667,-120.891182,37.266667,-120.964481,37.208333,-120.870911,37.208333,-120.797668,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=835
"Monterey",USA,fn_uscamont,36.59255,-121.854867,36.625000,-121.870849,36.625000,-121.943534,36.566667,-121.851379,36.566667,-121.778750,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=836
"Red_Bluff",USA,fn_uscabluff,40.150002,-122.25,40.175000,-122.260707,40.175000,-122.337052,40.116667,-122.232044,40.116667,-122.155765,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=837
"Redding 12 WNW- Whiskeytown",USA,fn_uscaredd,40.6507,-122.6068,40.683333,-122.627884,40.683333,-122.704808,40.625000,-122.597575,40.625000,-122.520718,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=838
"Santa Barbara Coastal LTER (SBC1)",USA,fn_uscasbc1,34.49544,-119.91182,34.525000,-119.920527,34.525000,-119.991330,34.466667,-119.907411,34.466667,-119.836658,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=840
"Stovepipe Wells 1 SW- Death Valley National Park",USA,fn_uscastov,36.602,-117.1449,36.633333,-117.159036,36.633333,-117.231728,36.575000,-117.143108,36.575000,-117.070470,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=841
"Table_Mountain",USA,fn_uscatabl,34.38,-117.68,34.408333,-117.682401,34.408333,-117.753106,34.350000,-117.671111,34.350000,-117.600456,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=842
"Trinidad Head",USA,fn_uscatrin,41.05,-124.15,41.075000,-124.162606,41.075000,-124.239987,41.016667,-124.129902,41.016667,-124.052590,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=843
"Canaan Valley",USA,fn_uscanaan,39.06333333,-79.42083333,39.091667,-79.410264,39.091667,-79.485422,39.033333,-79.419771,39.033333,-79.344675,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=844
"Chestnut Ridge",USA,fn_uschridg,35.931093,-84.332424,35.958333,-84.327407,35.958333,-84.399473,35.900000,-84.337228,35.900000,-84.265215,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=845
"Boulder BOU site",USA,fn_uscobou,40.05003,-105.00385,40.075000,-105.004901,40.075000,-105.081133,40.016667,-104.991256,40.016667,-104.915088,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=846
"Cortez 8 SE - Mesa Verde National Park",USA,fn_uscocort,37.2553,-108.5033,37.283333,-108.506710,37.283333,-108.580025,37.225000,-108.495983,37.225000,-108.422725,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=847
"Dinosaur 2 E- Dinosaur National Monument",USA,fn_uscodino,40.2446,-108.9677,40.275000,-108.973871,40.275000,-109.050329,40.216667,-108.956394,40.216667,-108.880002,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=848
"Fraser Experimental Forest",USA,fn_uscofras,39.87985278,-105.8670178,39.908333,-105.867962,39.908333,-105.944009,39.850000,-105.853927,39.850000,-105.777945,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=849
"La Junta 17 WSW- USDA Comanche National Grassland",USA,fn_uscolaju,37.8639,-103.8224,37.891667,-103.821709,37.891667,-103.895626,37.833333,-103.813425,37.833333,-103.739566,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=850
"Montrose 11 ENE- Black Canyon",USA,fn_uscomont,38.544,-107.6928,38.575000,-107.701196,38.575000,-107.775811,38.516667,-107.688422,38.516667,-107.613868,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=851
"Boulder 14 W- Mountain Research Station",USA,fn_uscomtst,40.0354,-105.5409,40.066667,-105.547395,40.066667,-105.623618,40.008333,-105.533303,40.008333,-105.457145,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=852
"Nunn 7 NNE- Ag. Res. Svc. Central Plains Exp. Range",USA,fn_usconunn,40.8066,-104.7552,40.833333,-104.753879,40.833333,-104.830977,40.775000,-104.738877,40.775000,-104.661847,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=854
"Shortgrass Steppe LTER (SGS1)",USA,fn_uscosgs1,40.80783889,-104.1879306,40.833333,-104.192166,40.833333,-104.269264,40.775000,-104.177658,40.775000,-104.100628,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=856
"Shortgrass Steppe LTER (SGS2)",USA,fn_uscosgs2,40.869068,-104.755129,40.900000,-104.760164,40.900000,-104.837339,40.841667,-104.745018,40.841667,-104.667910,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=857
"Shortgrass Steppe LTER (SGS3)",USA,fn_uscosgs3,40.868851,-104.672466,40.900000,-104.682988,40.900000,-104.760164,40.841667,-104.667910,40.841667,-104.590803,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=858
"Shortgrass Steppe LTER (SGS4)",USA,fn_uscosgs4,40.806504,-104.672794,40.833333,-104.676781,40.833333,-104.753879,40.775000,-104.661847,40.775000,-104.584817,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=859
"Table_Mountain 2",USA,fn_uscotabl,40.125,-105.237,40.150000,-105.240687,40.150000,-105.317003,40.091667,-105.226684,40.091667,-105.150433,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=860
"Coweeta LTER- North Carolina",USA,fn_uscoweet,35.050584,-83.450065,35.083333,-83.443626,35.083333,-83.514911,35.025000,-83.455275,35.025000,-83.384042,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=862
"CRP Grazed site",USA,fn_uscocrpg,40.72514,-104.30138,40.758333,-104.316558,40.758333,-104.393568,40.700000,-104.302096,40.700000,-104.225152,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=863
"CRP Minimum-Till site",USA,fn_uscocrpm,40.7345,-104.30128,40.766667,-104.318634,40.766667,-104.395655,40.708333,-104.304153,40.708333,-104.227201,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=864
"CRP Ungrazed site",USA,fn_uscocrpu,40.72965,-104.30134,40.758333,-104.305556,40.758333,-104.382567,40.700000,-104.291104,40.700000,-104.214160,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=865
